,Facility,Address,City,State,Zip,Score,Mismatch,Facility.1,Address.1,City.1,State.1,Zip.1,Flag,Str1,Str2
3177,PROVIDENCE ST JOSEPHS MED CENTER,2701 ALAMEDA STREET,BURBANK,CA,91505,73.0,,Providence St Joseph Medical Center,501 S Buena Vista St,Burbank,CA,91505,y,"PROVIDENCE ST JOSEPHS MED CENTER, 2701 ALAMEDA STREET, BURBANK, CA, 91505","Providence St Joseph Medical Center, 501 S Buena Vista St, Burbank, CA, 91505"
3178,POMONA VALLEY HOSPITAL MED CENTER,1910 ROYALTY DR,POMONA,CA,91767,73.0,,Pomona Valley Hospital Medical Cent,1798 N Garey Ave,Pomona,CA,91767,y,"POMONA VALLEY HOSPITAL MED CENTER, 1910 ROYALTY DR, POMONA, CA, 91767","Pomona Valley Hospital Medical Cent, 1798 N Garey Ave, Pomona, CA, 91767"
3179,COMMUNITY HOSP OF THE MONTEREY PENI,24571 SILVER CLOUD CT,MONTEREY,CA,93940,73.0,,Community Hospital of the Monterey,23625 Holman Hwy,Monterey,CA,93940,y,"COMMUNITY HOSP OF THE MONTEREY PENI, 24571 SILVER CLOUD CT, MONTEREY, CA, 93940","Community Hospital of the Monterey, 23625 Holman Hwy, Monterey, CA, 93940"
3181,NORTHBAY MED CTR,1860 PENNSYLVANIA AVE,FAIRFIELD,CA,94533,73.0,,North Bay Medical Center,1200 B Gale Wilson Blvd,Fairfield,CA,94533,y,"NORTHBAY MED CTR, 1860 PENNSYLVANIA AVE, FAIRFIELD, CA, 94533","North Bay Medical Center, 1200 B Gale Wilson Blvd, Fairfield, CA, 94533"
3182,UNIV OF CALIFORNIA DAVIS MEDCL CTR,4501 X ST,SACRAMENTO,CA,95817,73.0,,University of California Davis Medi,2315 Stockton Blvd,Sacramento,CA,95817,y,"UNIV OF CALIFORNIA DAVIS MEDCL CTR, 4501 X ST, SACRAMENTO, CA, 95817","University of California Davis Medi, 2315 Stockton Blvd, Sacramento, CA, 95817"
3183,UNIV OF CALIFORNIA DAVIS MEDCL CTR,4501 X ST STE 3016,SACRAMENTO,CA,95817,73.0,,University of California Davis Medi,2315 Stockton Blvd,Sacramento,CA,95817,y,"UNIV OF CALIFORNIA DAVIS MEDCL CTR, 4501 X ST STE 3016, SACRAMENTO, CA, 95817","University of California Davis Medi, 2315 Stockton Blvd, Sacramento, CA, 95817"
3184,EXEMPLA ST JOSEPHS HOSPITAL,1825 Marion Street,DENVER,CO,80218,73.0,,Exempla St Joseph Hospital,1835 Franklin St,Denver,CO,80218,y,"EXEMPLA ST JOSEPHS HOSPITAL, 1825 Marion Street, DENVER, CO, 80218","Exempla St Joseph Hospital, 1835 Franklin St, Denver, CO, 80218"
3185,HEART OF THE ROCKIES REGL MEDCL CTR,1000 RUSH DR,SALIDA,CO,81201,73.0,,Heart of The Rockies Regional Medic,448 E 1st St,Salida,CO,81201,y,"HEART OF THE ROCKIES REGL MEDCL CTR, 1000 RUSH DR, SALIDA, CO, 81201","Heart of The Rockies Regional Medic, 448 E 1st St, Salida, CO, 81201"
3186,BAYHEALTH MED CENTER,310 Mullet Run;,MILFORD,DE,19963,73.0,,Bayhealth Medical Ctr at Milford,21 W Clarke Ave,Milford,DE,19963,y,"BAYHEALTH MED CENTER, 310 Mullet Run;, MILFORD, DE, 19963","Bayhealth Medical Ctr at Milford, 21 W Clarke Ave, Milford, DE, 19963"
3187,ST VINCENTS MED CTR,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204,73.0,,St Vincents Medical Center,1800 Barrs St,Jacksonville,FL,32204,y,"ST VINCENTS MED CTR, 1 SHIRCLIFF WAY, JACKSONVILLE, FL, 32204","St Vincents Medical Center, 1800 Barrs St, Jacksonville, FL, 32204"
3188,BAPTIST MED CTR,1235 SAN MARCO BLVD,JACKSONVILLE,FL,32207,73.0,,Baptist Medical Center,800 Prudential Dr,Jacksonville,FL,32207,y,"BAPTIST MED CTR, 1235 SAN MARCO BLVD, JACKSONVILLE, FL, 32207","Baptist Medical Center, 800 Prudential Dr, Jacksonville, FL, 32207"
3189,ORLANDO REGIONAL MED CENTER,1400 S ORANGE AVE,ORLANDO,FL,32806,73.0,,Orlando Regional Medical Center,1414 Kuhl Ave,Orlando,FL,32806,y,"ORLANDO REGIONAL MED CENTER, 1400 S ORANGE AVE, ORLANDO, FL, 32806","Orlando Regional Medical Center, 1414 Kuhl Ave, Orlando, FL, 32806"
3190,ORLANDO REGIONAL MED CENTER,1400 S ORANGE AVE # MP700,ORLANDO,FL,32806,73.0,,Orlando Regional Medical Center,1414 Kuhl Ave,Orlando,FL,32806,y,"ORLANDO REGIONAL MED CENTER, 1400 S ORANGE AVE # MP700, ORLANDO, FL, 32806","Orlando Regional Medical Center, 1414 Kuhl Ave, Orlando, FL, 32806"
3191,ORLANDO REGIONAL MED CENTER,1400 S. Orange Ave;,ORLANDO,FL,32806,73.0,,Orlando Regional Medical Center,1414 Kuhl Ave,Orlando,FL,32806,y,"ORLANDO REGIONAL MED CENTER, 1400 S. Orange Ave;, ORLANDO, FL, 32806","Orlando Regional Medical Center, 1414 Kuhl Ave, Orlando, FL, 32806"
3192,ORLANDO REGIONAL MED CENTER,1400 S. Orange Avenue;,ORLANDO,FL,32806,73.0,,Orlando Regional Medical Center,1414 Kuhl Ave,Orlando,FL,32806,y,"ORLANDO REGIONAL MED CENTER, 1400 S. Orange Avenue;, ORLANDO, FL, 32806","Orlando Regional Medical Center, 1414 Kuhl Ave, Orlando, FL, 32806"
3193,LOWER KEYS MED CTR,3428 N ROOSEVELT BLVD,KEY WEST,FL,33040,73.0,,Lower Keys Medical Center,5900 College Rd,Key West,FL,33040,y,"LOWER KEYS MED CTR, 3428 N ROOSEVELT BLVD, KEY WEST, FL, 33040","Lower Keys Medical Center, 5900 College Rd, Key West, FL, 33040"
3194,UNIV OF MIAMI HOSPITAL & CLINICS,1475 NW 12 AVENUE,MIAMI,FL,33136,73.0,,University of Miami Hospital,1400 NW 12th Ave,Miami,FL,33136,y,"UNIV OF MIAMI HOSPITAL & CLINICS, 1475 NW 12 AVENUE, MIAMI, FL, 33136","University of Miami Hospital, 1400 NW 12th Ave, Miami, FL, 33136"
3195,UNIV OF MIAMI HOSPITAL & CLINICS,"Sylvester Comphrensive Cancer Center/UM,""",MIAMI,FL,33136,73.0,,University of Miami Hospital,1400 NW 12th Ave,Miami,FL,33136,y,"UNIV OF MIAMI HOSPITAL & CLINICS, Sylvester Comphrensive Cancer Center/UM,"", MIAMI, FL, 33136","University of Miami Hospital, 1400 NW 12th Ave, Miami, FL, 33136"
3197,MANNING REGIONAL HLTHCARE CTR,1550 6TH ST,MANNING,IA,51455,73.0,,Manning Regional Healthcare Center,410 Main St,Manning,IA,51455,y,"MANNING REGIONAL HLTHCARE CTR, 1550 6TH ST, MANNING, IA, 51455","Manning Regional Healthcare Center, 410 Main St, Manning, IA, 51455"
3198,CLARINDA REGIONAL HLTH CTR,220 ESSIE DAVISON DR,CLARINDA,IA,51632,73.0,,Clarinda Regional Health Center,823 S 17th St,Clarinda,IA,51632,y,"CLARINDA REGIONAL HLTH CTR, 220 ESSIE DAVISON DR, CLARINDA, IA, 51632","Clarinda Regional Health Center, 823 S 17th St, Clarinda, IA, 51632"
3199,PRESENCE SAINT FRANCIS HOSPITAL,800 AUSTIN ST,EVANSTON,IL,60202,73.0,,St Francis Hospital,355 Ridge Ave,Evanston,IL,60202,y,"PRESENCE SAINT FRANCIS HOSPITAL, 800 AUSTIN ST, EVANSTON, IL, 60202","St Francis Hospital, 355 Ridge Ave, Evanston, IL, 60202"
3200,MT SINAI HOSP MED CNTR I,2750 W 15TH PL,CHICAGO,IL,60608,73.0,,Mt Sinai Hospital Medical Center,1500 S California Ave,Chicago,IL,60608,y,"MT SINAI HOSP MED CNTR I, 2750 W 15TH PL, CHICAGO, IL, 60608","Mt Sinai Hospital Medical Center, 1500 S California Ave, Chicago, IL, 60608"
3201,ST ANTHONY MEDICAL CENTER,OSF Center for Cancer care; 5666 E. Stat,ROCKFORD,IL,61108,73.0,,O S F Saint Anthony Medical Center,5666 E State St,Rockford,IL,61108,y,"ST ANTHONY MEDICAL CENTER, OSF Center for Cancer care; 5666 E. Stat, ROCKFORD, IL, 61108","O S F Saint Anthony Medical Center, 5666 E State St, Rockford, IL, 61108"
3202,ST ANTHONY MEDICAL CENTER,St Anthonys Med Center / Cancer Care; 56,ROCKFORD,IL,61108,73.0,,O S F Saint Anthony Medical Center,5666 E State St,Rockford,IL,61108,y,"ST ANTHONY MEDICAL CENTER, St Anthonys Med Center / Cancer Care; 56, ROCKFORD, IL, 61108","O S F Saint Anthony Medical Center, 5666 E State St, Rockford, IL, 61108"
3203,INDIANA UNIV MED CTR,535 BARNHILL DR,INDIANAPOLIS,IN,46202,73.0,,Indiana University Medical Center,550 N University Blvd,Indianapolis,IN,46202,y,"INDIANA UNIV MED CTR, 535 BARNHILL DR, INDIANAPOLIS, IN, 46202","Indiana University Medical Center, 550 N University Blvd, Indianapolis, IN, 46202"
3205,NORTON AUDOBON HOSPITAL,2355 POPLAR LEVEL RD STE 405,LOUISVILLE,KY,40217,73.0,,Norton Audubon Hospital,1 Audubon Plaza Dr,Louisville,KY,40217,y,"NORTON AUDOBON HOSPITAL, 2355 POPLAR LEVEL RD STE 405, LOUISVILLE, KY, 40217","Norton Audubon Hospital, 1 Audubon Plaza Dr, Louisville, KY, 40217"
3206,NORTH OAKS MEDICAL CTR N CAMPUS,1900 S MORRISON BLVD,HAMMOND,LA,70403,73.0,,North Oaks Medical Center,15790 Paul Vega Md Dr,Hammond,LA,70403,y,"NORTH OAKS MEDICAL CTR N CAMPUS, 1900 S MORRISON BLVD, HAMMOND, LA, 70403","North Oaks Medical Center, 15790 Paul Vega Md Dr, Hammond, LA, 70403"
3207,LAKEVIEW REGIONAL MEDICAL CTR,95 JUDGE TANNER BLVD,Covington,LA,70433,73.0,,Lakeview Regional Medical Center,95 E Fairway Dr,Covington,LA,70433,y,"LAKEVIEW REGIONAL MEDICAL CTR, 95 JUDGE TANNER BLVD, Covington, LA, 70433","Lakeview Regional Medical Center, 95 E Fairway Dr, Covington, LA, 70433"
3208,ST PATRICKS HOSPITAL,524 DR MICHAEL DEBAKEY DR,LAKE CHARLES,LA,70601,73.0,,CHRISTUS St Patrick Hospital,524 S Ryan St,Lake Charles,LA,70601,y,"ST PATRICKS HOSPITAL, 524 DR MICHAEL DEBAKEY DR, LAKE CHARLES, LA, 70601","CHRISTUS St Patrick Hospital, 524 S Ryan St, Lake Charles, LA, 70601"
3209,MERCY MED CTR,2150 Main Street,SPRINGFIELD,MA,01104,73.0,,Mercy Medical Center,271 Carew St,Springfield,MA,01104,y,"MERCY MED CTR, 2150 Main Street, SPRINGFIELD, MA, 01104","Mercy Medical Center, 271 Carew St, Springfield, MA, 01104"
3210,MERCY MED CTR,77 BOYLSTON ST,SPRINGFIELD,MA,01104,73.0,,Mercy Medical Center,271 Carew St,Springfield,MA,01104,y,"MERCY MED CTR, 77 BOYLSTON ST, SPRINGFIELD, MA, 01104","Mercy Medical Center, 271 Carew St, Springfield, MA, 01104"
3211,ST VINCENT HOSP - WORCESTER,1 EATON PL STE 300,WORCESTER,MA,01608,73.0,,Saint Vincent Hospital - Worcester,123 Summer St,Worcester,MA,01608,y,"ST VINCENT HOSP - WORCESTER, 1 EATON PL STE 300, WORCESTER, MA, 01608","Saint Vincent Hospital - Worcester, 123 Summer St, Worcester, MA, 01608"
3212,BOSTON MEDICAL CTR-OUTPT,88 E NEWTON ST,BOSTON,MA,02118,73.0,,Boston Medical Center,1 Boston Medical Ctr Pl,Boston,MA,02118,y,"BOSTON MEDICAL CTR-OUTPT, 88 E NEWTON ST, BOSTON, MA, 02118","Boston Medical Center, 1 Boston Medical Ctr Pl, Boston, MA, 02118"
3213,BETH ISRAEL DEACONESS MEDICAL CTR,1 DEACONESS RD,BOSTON,MA,02215,73.0,,Beth Israel Deaconess Medical Cente,330 Brookline Ave,Boston,MA,02215,y,"BETH ISRAEL DEACONESS MEDICAL CTR, 1 DEACONESS RD, BOSTON, MA, 02215","Beth Israel Deaconess Medical Cente, 330 Brookline Ave, Boston, MA, 02215"
3214,ST MARYS HOSPITAL,St. Mary's Hospital; 25500 Point Lookout,LEONARDTOWN,MD,20650,73.0,,Saint Marys Hospital,25500 Point Lookout Rd,Leonardtown,MD,20650,y,"ST MARYS HOSPITAL, St. Mary's Hospital; 25500 Point Lookout, LEONARDTOWN, MD, 20650","Saint Marys Hospital, 25500 Point Lookout Rd, Leonardtown, MD, 20650"
3215,ST MARYS REG MED CTR,93 CAMPUS AVE,LEWISTON,ME,04240,73.0,,St Marys Regional Medical Center,163 Van Buren Rd Ste 1,Lewiston,ME,04240,y,"ST MARYS REG MED CTR, 93 CAMPUS AVE, LEWISTON, ME, 04240","St Marys Regional Medical Center, 163 Van Buren Rd Ste 1, Lewiston, ME, 04240"
3216,ST MARYS REG MED CTR,99 CAMPUS AVE,LEWISTON,ME,04240,73.0,,St Marys Regional Medical Center,163 Van Buren Rd Ste 1,Lewiston,ME,04240,y,"ST MARYS REG MED CTR, 99 CAMPUS AVE, LEWISTON, ME, 04240","St Marys Regional Medical Center, 163 Van Buren Rd Ste 1, Lewiston, ME, 04240"
3217,MAINE GENERAL MEDICAL CENTER,35 MEDICAL CENTER PKWY,AUGUSTA,ME,04330,73.0,,MaineGeneral Medical Center,6 E Chestnut St,Augusta,ME,04330,y,"MAINE GENERAL MEDICAL CENTER, 35 MEDICAL CENTER PKWY, AUGUSTA, ME, 04330","MaineGeneral Medical Center, 6 E Chestnut St, Augusta, ME, 04330"
3218,HUTCHINSON MEDICAL CTR,Hutchinson Area Care- Cancer Center; 109,HUTCHINSON,MN,55350,73.0,,Hutchinson Medical Center,1095 Hwy 15 S,Hutchinson,MN,55350,y,"HUTCHINSON MEDICAL CTR, Hutchinson Area Care- Cancer Center; 109, HUTCHINSON, MN, 55350","Hutchinson Medical Center, 1095 Hwy 15 S, Hutchinson, MN, 55350"
3219,POPLAR BLUFF REGIONAL MEDICAL CTR,3098 OAK GROVE RD,POPLAR BLUFF,MO,63901,73.0,,Poplar Bluff Regional Medical Cente,621 W Pine St,Poplar Bluff,MO,63901,y,"POPLAR BLUFF REGIONAL MEDICAL CTR, 3098 OAK GROVE RD, POPLAR BLUFF, MO, 63901","Poplar Bluff Regional Medical Cente, 621 W Pine St, Poplar Bluff, MO, 63901"
3220,POPLAR BLUFF REGIONAL MEDICAL CTR,3100 OAK GROVE RD,POPLAR BLUFF,MO,63901,73.0,,Poplar Bluff Regional Medical Cente,621 W Pine St,Poplar Bluff,MO,63901,y,"POPLAR BLUFF REGIONAL MEDICAL CTR, 3100 OAK GROVE RD, POPLAR BLUFF, MO, 63901","Poplar Bluff Regional Medical Cente, 621 W Pine St, Poplar Bluff, MO, 63901"
3221,POPLAR BLUFF REGIONAL MEDICAL CTR,621 West Pine,POPLAR BLUFF,MO,63901,73.0,,Poplar Bluff Regional Medical Cente,621 W Pine St,Poplar Bluff,MO,63901,y,"POPLAR BLUFF REGIONAL MEDICAL CTR, 621 West Pine, POPLAR BLUFF, MO, 63901","Poplar Bluff Regional Medical Cente, 621 W Pine St, Poplar Bluff, MO, 63901"
3223,EAST MISSISSIPPI STATE HOSP PHARMACY,1818 COLLEGE DRIVE,MERIDIAN,MS,39307,73.0,,East Mississippi State Hospital,4555 Highland Park Dr,Meridian,MS,39307,y,"EAST MISSISSIPPI STATE HOSP PHARMACY, 1818 COLLEGE DRIVE, MERIDIAN, MS, 39307","East Mississippi State Hospital, 4555 Highland Park Dr, Meridian, MS, 39307"
3224,BEATRICE COMMUNITY HOSP & HL,4800 HOSPITAL PKWY,BEATRICE,NE,68310,73.0,,Beatrice Community Hospital and Hea,1110 N 10th St,Beatrice,NE,68310,y,"BEATRICE COMMUNITY HOSP & HL, 4800 HOSPITAL PKWY, BEATRICE, NE, 68310","Beatrice Community Hospital and Hea, 1110 N 10th St, Beatrice, NE, 68310"
3225,ROBERT WOOD JOHNSON UNIV HOSP,195 LITTLE ALBANY ST,NEW BRUNSWICK,NJ,08901,73.0,,Robert Wood Johnson University Hosp,1 Robert Wood Johnson Pl,New Brunswick,NJ,08901,y,"ROBERT WOOD JOHNSON UNIV HOSP, 195 LITTLE ALBANY ST, NEW BRUNSWICK, NJ, 08901","Robert Wood Johnson University Hosp, 1 Robert Wood Johnson Pl, New Brunswick, NJ, 08901"
3226,ROBERT WOOD JOHNSON UNIV HOSP,195 LITTLE ALBANY ST FL ST-2,NEW BRUNSWICK,NJ,08901,73.0,,Robert Wood Johnson University Hosp,1 Robert Wood Johnson Pl,New Brunswick,NJ,08901,y,"ROBERT WOOD JOHNSON UNIV HOSP, 195 LITTLE ALBANY ST FL ST-2, NEW BRUNSWICK, NJ, 08901","Robert Wood Johnson University Hosp, 1 Robert Wood Johnson Pl, New Brunswick, NJ, 08901"
3227,ROBERT WOOD JOHNSON UNIV HOSP,195 LITTLE ALBANY ST RM 3557,NEW BRUNSWICK,NJ,08901,73.0,,Robert Wood Johnson University Hosp,1 Robert Wood Johnson Pl,New Brunswick,NJ,08901,y,"ROBERT WOOD JOHNSON UNIV HOSP, 195 LITTLE ALBANY ST RM 3557, NEW BRUNSWICK, NJ, 08901","Robert Wood Johnson University Hosp, 1 Robert Wood Johnson Pl, New Brunswick, NJ, 08901"
3228,ROBERT WOOD JOHNSON UNIV HOSP,195 Little Albany Street,NEW BRUNSWICK,NJ,08901,73.0,,Robert Wood Johnson University Hosp,1 Robert Wood Johnson Pl,New Brunswick,NJ,08901,y,"ROBERT WOOD JOHNSON UNIV HOSP, 195 Little Albany Street, NEW BRUNSWICK, NJ, 08901","Robert Wood Johnson University Hosp, 1 Robert Wood Johnson Pl, New Brunswick, NJ, 08901"
3230,BETH ISRAEL MED CTR,10 Union Sq East,NEW YORK,NY,10003,73.0,,Beth Israel Medical Center - Petrie,1st Ave at 16th St,New York,NY,10003,y,"BETH ISRAEL MED CTR, 10 Union Sq East, NEW YORK, NY, 10003","Beth Israel Medical Center - Petrie, 1st Ave at 16th St, New York, NY, 10003"
3231,STATEN ISLAND UNIV HOSPITAL,256 MASON AVE,STATEN ISLAND,NY,10305,73.0,,Staten Island University Hospital -,475 Seaview Ave,Staten Island,NY,10305,y,"STATEN ISLAND UNIV HOSPITAL, 256 MASON AVE, STATEN ISLAND, NY, 10305","Staten Island University Hospital -, 475 Seaview Ave, Staten Island, NY, 10305"
3232,STATEN ISLAND UNIV HOSPITAL,256 MASON AVE # C,STATEN ISLAND,NY,10305,73.0,,Staten Island University Hospital -,475 Seaview Ave,Staten Island,NY,10305,y,"STATEN ISLAND UNIV HOSPITAL, 256 MASON AVE # C, STATEN ISLAND, NY, 10305","Staten Island University Hospital -, 475 Seaview Ave, Staten Island, NY, 10305"
3233,STATEN ISLAND UNIV HOSPITAL,256 Mason Ave.,STATEN ISLAND,NY,10305,73.0,,Staten Island University Hospital -,475 Seaview Ave,Staten Island,NY,10305,y,"STATEN ISLAND UNIV HOSPITAL, 256 Mason Ave., STATEN ISLAND, NY, 10305","Staten Island University Hospital -, 475 Seaview Ave, Staten Island, NY, 10305"
3234,STATEN ISLAND UNIV HOSPITAL,256 Mason Avenue,STATEN ISLAND,NY,10305,73.0,,Staten Island University Hospital -,475 Seaview Ave,Staten Island,NY,10305,y,"STATEN ISLAND UNIV HOSPITAL, 256 Mason Avenue, STATEN ISLAND, NY, 10305","Staten Island University Hospital -, 475 Seaview Ave, Staten Island, NY, 10305"
3235,MONTEFIORE MED CTR/MOSES DIV,60 E 208th st.,BRONX,NY,10467,73.0,,Montefiore Medical Center - Moses D,111 E 210th St,Bronx,NY,10467,y,"MONTEFIORE MED CTR/MOSES DIV, 60 E 208th st., BRONX, NY, 10467","Montefiore Medical Center - Moses D, 111 E 210th St, Bronx, NY, 10467"
3236,MONTEFIORE MED CTR/MOSES DIV,60 E. 208th st.,BRONX,NY,10467,73.0,,Montefiore Medical Center - Moses D,111 E 210th St,Bronx,NY,10467,y,"MONTEFIORE MED CTR/MOSES DIV, 60 E. 208th st., BRONX, NY, 10467","Montefiore Medical Center - Moses D, 111 E 210th St, Bronx, NY, 10467"
3237,MONTEFIORE MED CTR/MOSES DIV,60 East 208th Street,BRONX,NY,10467,73.0,,Montefiore Medical Center - Moses D,111 E 210th St,Bronx,NY,10467,y,"MONTEFIORE MED CTR/MOSES DIV, 60 East 208th Street, BRONX, NY, 10467","Montefiore Medical Center - Moses D, 111 E 210th St, Bronx, NY, 10467"
3238,MONTEFIORE MED CTR/MOSES DIV,75 E Gun Hill Rd,BRONX,NY,10467,73.0,,Montefiore Medical Center - Moses D,111 E 210th St,Bronx,NY,10467,y,"MONTEFIORE MED CTR/MOSES DIV, 75 E Gun Hill Rd, BRONX, NY, 10467","Montefiore Medical Center - Moses D, 111 E 210th St, Bronx, NY, 10467"
3240,MONTEFIORE MED CTR/MOSES DIV,Bronx River Medical Associates; 60 East ,BRONX,NY,10467,73.0,,Montefiore Medical Center - Moses D,111 E 210th St,Bronx,NY,10467,y,"MONTEFIORE MED CTR/MOSES DIV, Bronx River Medical Associates; 60 East , BRONX, NY, 10467","Montefiore Medical Center - Moses D, 111 E 210th St, Bronx, NY, 10467"
3241,MONTEFIORE MED CTR/MOSES DIV,MONTEFIORE MEDICAL CENTER + ON,BRONX,NY,10467,73.0,,Montefiore Medical Center - Moses D,111 E 210th St,Bronx,NY,10467,y,"MONTEFIORE MED CTR/MOSES DIV, MONTEFIORE MEDICAL CENTER + ON, BRONX, NY, 10467","Montefiore Medical Center - Moses D, 111 E 210th St, Bronx, NY, 10467"
3242,UNIV HOSPITAL OF BROOKLYN,450 CLARKSON AVE,BROOKLYN,NY,11203,73.0,,University Hospital of Brooklyn,445 Lenox Rd,Brooklyn,NY,11203,y,"UNIV HOSPITAL OF BROOKLYN, 450 CLARKSON AVE, BROOKLYN, NY, 11203","University Hospital of Brooklyn, 445 Lenox Rd, Brooklyn, NY, 11203"
3243,STONY BROOK UNIV HOSPITAL,3 EDMUND D PELLEGRINO RD,STONY BROOK,NY,11794,73.0,,Stony Brook University Hospital,Nicolls Rd and East Loop Rd,Stony Brook,NY,11794,y,"STONY BROOK UNIV HOSPITAL, 3 EDMUND D PELLEGRINO RD, STONY BROOK, NY, 11794","Stony Brook University Hospital, Nicolls Rd and East Loop Rd, Stony Brook, NY, 11794"
3244,STONY BROOK UNIV HOSPITAL,3 EDMUND PELLEGRINO RD,STONY BROOK,NY,11794,73.0,,Stony Brook University Hospital,Nicolls Rd and East Loop Rd,Stony Brook,NY,11794,y,"STONY BROOK UNIV HOSPITAL, 3 EDMUND PELLEGRINO RD, STONY BROOK, NY, 11794","Stony Brook University Hospital, Nicolls Rd and East Loop Rd, Stony Brook, NY, 11794"
3245,STONY BROOK UNIV HOSPITAL,3 PELLEGRINO ROAD,STONY BROOK,NY,11794,73.0,,Stony Brook University Hospital,Nicolls Rd and East Loop Rd,Stony Brook,NY,11794,y,"STONY BROOK UNIV HOSPITAL, 3 PELLEGRINO ROAD, STONY BROOK, NY, 11794","Stony Brook University Hospital, Nicolls Rd and East Loop Rd, Stony Brook, NY, 11794"
3246,STONY BROOK UNIV HOSPITAL,9447 SUNY,STONY BROOK,NY,11794,73.0,,Stony Brook University Hospital,Nicolls Rd and East Loop Rd,Stony Brook,NY,11794,y,"STONY BROOK UNIV HOSPITAL, 9447 SUNY, STONY BROOK, NY, 11794","Stony Brook University Hospital, Nicolls Rd and East Loop Rd, Stony Brook, NY, 11794"
3247,STONY BROOK UNIV HOSPITAL,HEALTH SCIENCES CENTER T15-040,STONY BROOK,NY,11794,73.0,,Stony Brook University Hospital,Nicolls Rd and East Loop Rd,Stony Brook,NY,11794,y,"STONY BROOK UNIV HOSPITAL, HEALTH SCIENCES CENTER T15-040, STONY BROOK, NY, 11794","Stony Brook University Hospital, Nicolls Rd and East Loop Rd, Stony Brook, NY, 11794"
3248,FAXTON-ST LUKE'S HEALTHCARE,1676 SUNSET AVE,UTICA,NY,13502,73.0,,Faxton - St Lukes Healthcare at St,1656 Champlin Ave,Utica,NY,13502,y,"FAXTON-ST LUKE'S HEALTHCARE, 1676 SUNSET AVE, UTICA, NY, 13502","Faxton - St Lukes Healthcare at St, 1656 Champlin Ave, Utica, NY, 13502"
3249,UNIV HOSPITAL OF CLEVELAND,UNIV HOSPITALS OF CLEVELAND +,CLEVELAND,OH,44106,73.0,,University Hospitals of Cleveland,11100 Euclid Ave,Cleveland,OH,44106,y,"UNIV HOSPITAL OF CLEVELAND, UNIV HOSPITALS OF CLEVELAND +, CLEVELAND, OH, 44106","University Hospitals of Cleveland, 11100 Euclid Ave, Cleveland, OH, 44106"
3250,AKRON GEN MED CTR,1 AKRON GENERAL AVE,AKRON,OH,44307,73.0,,Akron General Medical Center,400 Wabash Ave,Akron,OH,44307,y,"AKRON GEN MED CTR, 1 AKRON GENERAL AVE, AKRON, OH, 44307","Akron General Medical Center, 400 Wabash Ave, Akron, OH, 44307"
3251,ALLIANCE COMM HOSPITAL PH,200 E STATE ST,ALLIANCE,OH,44601,73.0,,Alliance Community Hospital,200 E Rice St,Alliance,OH,44601,y,"ALLIANCE COMM HOSPITAL PH, 200 E STATE ST, ALLIANCE, OH, 44601","Alliance Community Hospital, 200 E Rice St, Alliance, OH, 44601"
3252,GREAT PLAINS REGIONAL MEDICAL CTR,1801 W 3RD ST,ELK CITY,OK,73644,73.0,,Great Plains Regional Medical Cente,1705 W 2nd St,Elk City,OK,73644,y,"GREAT PLAINS REGIONAL MEDICAL CTR, 1801 W 3RD ST, ELK CITY, OK, 73644","Great Plains Regional Medical Cente, 1705 W 2nd St, Elk City, OK, 73644"
3253,HILLCREST MED CTR,1809 E 13TH ST STE 402,TULSA,OK,74104,73.0,,Hillcrest Medical Center,1120 S Utica Ave,Tulsa,OK,74104,y,"HILLCREST MED CTR, 1809 E 13TH ST STE 402, TULSA, OK, 74104","Hillcrest Medical Center, 1120 S Utica Ave, Tulsa, OK, 74104"
3254,HILLCREST MED CTR,1809 E. 13th Street Suite 402,TULSA,OK,74104,73.0,,Hillcrest Medical Center,1120 S Utica Ave,Tulsa,OK,74104,y,"HILLCREST MED CTR, 1809 E. 13th Street Suite 402, TULSA, OK, 74104","Hillcrest Medical Center, 1120 S Utica Ave, Tulsa, OK, 74104"
3255,ST JOHN MED CTR,1919 S WHEELING AVE STE 204,TULSA,OK,74104,73.0,,St John Medical Center,1923 S Utica Ave,Tulsa,OK,74104,y,"ST JOHN MED CTR, 1919 S WHEELING AVE STE 204, TULSA, OK, 74104","St John Medical Center, 1923 S Utica Ave, Tulsa, OK, 74104"
3256,ROGUE VALLEY MED CTR,2825 E BARNETT RD,MEDFORD,OR,97504,73.0,,Rogue Valley Medical Center,2960 Doctors Park Dr,Medford,OR,97504,y,"ROGUE VALLEY MED CTR, 2825 E BARNETT RD, MEDFORD, OR, 97504","Rogue Valley Medical Center, 2960 Doctors Park Dr, Medford, OR, 97504"
3257,ANMED HLTH MED CTR PHCY,2000 E. Greenville Street,ANDERSON,SC,29621,73.0,,AnMed Health Medical Center,800 N Fant St,Anderson,SC,29621,y,"ANMED HLTH MED CTR PHCY, 2000 E. Greenville Street, ANDERSON, SC, 29621","AnMed Health Medical Center, 800 N Fant St, Anderson, SC, 29621"
3258,VANDERBILT UNIV HOSPITAL PHCY,1211 MEDICAL CENTER DR,NASHVILLE,TN,37232,73.0,,Vanderbilt University Hospital,1211 22nd Ave S,Nashville,TN,37232,y,"VANDERBILT UNIV HOSPITAL PHCY, 1211 MEDICAL CENTER DR, NASHVILLE, TN, 37232","Vanderbilt University Hospital, 1211 22nd Ave S, Nashville, TN, 37232"
